INSERT INTO `dictionary` VALUES (117219, 'محامت', 'muhammet', '2023-10-03 21:17:58', '2023-10-03 21:17:58');
INSERT INTO `dictionary` VALUES (117435, 'مخالیف', 'mahalif', '2023-10-03 21:19:24', '2023-10-03 21:19:24');
INSERT INTO `dictionary` VALUES (117436, 'مخامره', '', '2023-10-03 21:19:24', '2023-10-03 21:19:24');
INSERT INTO `dictionary` VALUES (117437, 'مخامشه', 'muhameşe', '2023-10-03 21:19:25', '2023-10-03 21:19:25');
INSERT INTO `dictionary` VALUES (117438, 'مخامیص', 'mahamis', '2023-10-03 21:19:25', '2023-10-03 21:19:25');
INSERT INTO `dictionary` VALUES (117439, 'مخافات', 'muhanat', '2023-10-03 21:19:26', '2023-10-03 21:19:26');
INSERT INTO `dictionary` VALUES (117440, 'مخانات', 'muhanat', '2023-10-03 21:19:26', '2023-10-03 21:19:26');
INSERT INTO `dictionary` VALUES (117441, 'مخانت', 'mahanet', '2023-10-03 21:19:26', '2023-10-03 21:19:26');
INSERT INTO `dictionary` VALUES (117442, 'مخانق', 'mahanik', '2023-10-03 21:19:27', '2023-10-03 21:19:27');
INSERT INTO `dictionary` VALUES (117443, 'مخانیث', 'mahanis', '2023-10-03 21:19:27', '2023-10-03 21:19:27');
INSERT INTO `dictionary` VALUES (117444, 'مخاوته', 'muhavete', '2023-10-03 21:19:28', '2023-10-03 21:19:28');
INSERT INTO `dictionary` VALUES (117445, 'مخاوذت', 'muhavezet', '2023-10-03 21:19:28', '2023-10-03 21:19:28');
INSERT INTO `dictionary` VALUES (117446, 'مخاوصت', 'muhavasat', '2023-10-03 21:19:28', '2023-10-03 21:19:28');
INSERT INTO `dictionary` VALUES (117447, 'مخاوضت', 'muhavazat', '2023-10-03 21:19:29', '2023-10-03 21:19:29');
INSERT INTO `dictionary` VALUES (117448, 'مخاوفه', 'muhavefe', '2023-10-03 21:19:29', '2023-10-03 21:19:29');
INSERT INTO `dictionary` VALUES (117449, 'مخایرت', 'muhayeret', '2023-10-03 21:19:30', '2023-10-03 21:19:30');
INSERT INTO `dictionary` VALUES (117450, 'مخایله', 'muhayele', '2023-10-03 21:19:30', '2023-10-03 21:19:30');
INSERT INTO `dictionary` VALUES (117451, 'مخبأ', 'mahbe\'', '2023-10-03 21:19:30', '2023-10-03 21:19:30');
INSERT INTO `dictionary` VALUES (117452, 'مخبأه', 'muhabba\'a', '2023-10-03 21:19:31', '2023-10-03 21:19:31');
INSERT INTO `dictionary` VALUES (117453, 'مخبب', 'muhabbib', '2023-10-03 21:19:31', '2023-10-03 21:19:31');
INSERT INTO `dictionary` VALUES (117454, 'مخبت', 'Muhbit', '2023-10-03 21:19:32', '2023-10-03 21:19:32');
INSERT INTO `dictionary` VALUES (117455, 'مخبثان', 'mahbesan', '2023-10-03 21:19:32', '2023-10-03 21:19:32');
INSERT INTO `dictionary` VALUES (117456, 'مخبره', 'mahbere', '2023-10-03 21:19:32', '2023-10-03 21:19:32');
INSERT INTO `dictionary` VALUES (117457, 'مخبز، مخبزه', 'mahbez', '2023-10-03 21:19:33', '2023-10-03 21:19:33');
INSERT INTO `dictionary` VALUES (117458, 'مخبصه', 'mihbasa', '2023-10-03 21:19:33', '2023-10-03 21:19:33');
INSERT INTO `dictionary` VALUES (117459, 'مخبط', 'mihbat', '2023-10-03 21:19:34', '2023-10-03 21:19:34');
INSERT INTO `dictionary` VALUES (117460, 'مخبوه', 'mahbu', '2023-10-03 21:19:34', '2023-10-03 21:19:34');
INSERT INTO `dictionary` VALUES (117461, 'مخبور', 'mahbur', '2023-10-03 21:19:34', '2023-10-03 21:19:34');
INSERT INTO `dictionary` VALUES (117462, 'مخبوز', 'mahbuz', '2023-10-03 21:19:35', '2023-10-03 21:19:35');
INSERT INTO `dictionary` VALUES (117463, 'مخبوط', 'mahbut', '2023-10-03 21:19:35', '2023-10-03 21:19:35');
INSERT INTO `dictionary` VALUES (117464, 'مخبول', 'mahbul', '2023-10-03 21:19:35', '2023-10-03 21:19:35');
INSERT INTO `dictionary` VALUES (117465, 'مخبه', 'mahabbe', '2023-10-03 21:19:36', '2023-10-03 21:19:36');
INSERT INTO `dictionary` VALUES (117466, 'مخبی', 'muhbi', '2023-10-03 21:19:36', '2023-10-03 21:19:36');
INSERT INTO `dictionary` VALUES (117467, 'مختبأ', 'muhtebe', '2023-10-03 21:19:36', '2023-10-03 21:19:36');
INSERT INTO `dictionary` VALUES (117468, 'مختبز', 'muhtebez', '2023-10-03 21:19:37', '2023-10-03 21:19:37');
INSERT INTO `dictionary` VALUES (117469, 'مختبی', 'muhtebi', '2023-10-03 21:19:37', '2023-10-03 21:19:37');
INSERT INTO `dictionary` VALUES (117470, 'مختتم', 'Muhtetim', '2023-10-03 21:19:38', '2023-10-03 21:19:38');
INSERT INTO `dictionary` VALUES (117471, 'مختدم', 'muhtedem', '2023-10-03 21:19:38', '2023-10-03 21:19:38');
INSERT INTO `dictionary` VALUES (117472, 'مختر', 'muhatter', '2023-10-03 21:19:38', '2023-10-03 21:19:38');
INSERT INTO `dictionary` VALUES (117473, 'مخترج', 'muhterec', '2023-10-03 21:19:39', '2023-10-03 21:19:39');
INSERT INTO `dictionary` VALUES (117474, 'مخترش', 'muhteriş', '2023-10-03 21:19:39', '2023-10-03 21:19:39');
INSERT INTO `dictionary` VALUES (117475, 'مخترص', 'muhteras', '2023-10-03 21:19:39', '2023-10-03 21:19:39');
INSERT INTO `dictionary` VALUES (117476, 'مخترط', 'muhterit', '2023-10-03 21:19:40', '2023-10-03 21:19:40');
INSERT INTO `dictionary` VALUES (117477, 'مخترف', 'muhteref', '2023-10-03 21:19:40', '2023-10-03 21:19:40');
INSERT INTO `dictionary` VALUES (117478, 'مخرتم', 'muhterem', '2023-10-03 21:19:41', '2023-10-03 21:19:41');
INSERT INTO `dictionary` VALUES (117479, 'مختصب', 'muhtasıb', '2023-10-03 21:19:41', '2023-10-03 21:19:41');
INSERT INTO `dictionary` VALUES (117480, 'مختصف', 'muhtasıf', '2023-10-03 21:19:41', '2023-10-03 21:19:41');
INSERT INTO `dictionary` VALUES (117481, 'مختضم', 'muhtazım', '2023-10-03 21:19:42', '2023-10-03 21:19:42');
INSERT INTO `dictionary` VALUES (117482, 'مختط', 'muhtat', '2023-10-03 21:19:42', '2023-10-03 21:19:42');
INSERT INTO `dictionary` VALUES (117483, 'مختطم', 'muhtatım', '2023-10-03 21:19:43', '2023-10-03 21:19:43');
INSERT INTO `dictionary` VALUES (117484, 'مختطی', 'muhtatı', '2023-10-03 21:19:43', '2023-10-03 21:19:43');
INSERT INTO `dictionary` VALUES (117485, 'مختفق', 'muhtefik', '2023-10-03 21:19:43', '2023-10-03 21:19:43');
INSERT INTO `dictionary` VALUES (117486, 'مختلی', 'muhteli', '2023-10-03 21:19:44', '2023-10-03 21:19:44');
INSERT INTO `dictionary` VALUES (117487, 'مختم', 'muhattem', '2023-10-03 21:19:44', '2023-10-03 21:19:44');
INSERT INTO `dictionary` VALUES (117488, 'مختوی', 'muhtevi', '2023-10-03 21:19:45', '2023-10-03 21:19:45');
INSERT INTO `dictionary` VALUES (117489, 'مخخه', 'mihaha', '2023-10-03 21:19:45', '2023-10-03 21:19:45');
INSERT INTO `dictionary` VALUES (117490, 'مخد', 'mihad', '2023-10-03 21:19:45', '2023-10-03 21:19:45');
INSERT INTO `dictionary` VALUES (117491, 'مخدم', 'muhaddem', '2023-10-03 21:19:46', '2023-10-03 21:19:46');
INSERT INTO `dictionary` VALUES (117492, 'مخدود', 'mahdud', '2023-10-03 21:19:46', '2023-10-03 21:19:46');
INSERT INTO `dictionary` VALUES (117493, 'مخدور', 'mahdur', '2023-10-03 21:19:47', '2023-10-03 21:19:47');
INSERT INTO `dictionary` VALUES (117494, 'مخدومیت', 'mahdümiyyet', '2023-10-03 21:19:47', '2023-10-03 21:19:47');
INSERT INTO `dictionary` VALUES (117495, 'مخذف', 'mıhzef', '2023-10-03 21:19:47', '2023-10-03 21:19:47');
INSERT INTO `dictionary` VALUES (117496, 'مخذم', 'mıhzem', '2023-10-03 21:19:48', '2023-10-03 21:19:48');
INSERT INTO `dictionary` VALUES (117497, 'مخراز', 'mıhraz', '2023-10-03 21:19:48', '2023-10-03 21:19:48');
INSERT INTO `dictionary` VALUES (117498, 'مخراش', 'mihraş', '2023-10-03 21:19:49', '2023-10-03 21:19:49');
INSERT INTO `dictionary` VALUES (117499, 'مخدل', 'muhardal', '2023-10-03 21:19:49', '2023-10-03 21:19:49');
INSERT INTO `dictionary` VALUES (117500, 'مخرص', 'mıhras', '2023-10-03 21:19:49', '2023-10-03 21:19:49');
INSERT INTO `dictionary` VALUES (117501, 'مخرطم', 'muhartam', '2023-10-03 21:19:50', '2023-10-03 21:19:50');
INSERT INTO `dictionary` VALUES (117502, 'مخزف', 'muhri', '2023-10-03 21:19:50', '2023-10-03 21:19:50');
INSERT INTO `dictionary` VALUES (117503, 'مخرفه', 'mahrefe', '2023-10-03 21:19:50', '2023-10-03 21:19:50');
INSERT INTO `dictionary` VALUES (117504, 'مخرقه', 'muharraka', '2023-10-03 21:19:51', '2023-10-03 21:19:51');
INSERT INTO `dictionary` VALUES (117505, 'مخروت', 'mahrut', '2023-10-03 21:19:51', '2023-10-03 21:19:51');
INSERT INTO `dictionary` VALUES (117506, 'مخروز', 'mahrüz', '2023-10-03 21:19:51', '2023-10-03 21:19:51');
INSERT INTO `dictionary` VALUES (117507, 'مخروف', 'mahruf', '2023-10-03 21:19:52', '2023-10-03 21:19:52');
INSERT INTO `dictionary` VALUES (117508, 'مخروم', 'mahrum', '2023-10-03 21:19:52', '2023-10-03 21:19:52');
INSERT INTO `dictionary` VALUES (117509, 'مخزا', 'mahza', '2023-10-03 21:19:53', '2023-10-03 21:19:53');
INSERT INTO `dictionary` VALUES (117510, 'مخزات', 'mahzat', '2023-10-03 21:19:53', '2023-10-03 21:19:53');
INSERT INTO `dictionary` VALUES (117511, 'مخزق', 'mihzak', '2023-10-03 21:19:53', '2023-10-03 21:19:53');
INSERT INTO `dictionary` VALUES (117512, 'مخزوم', 'mahzüm', '2023-10-03 21:19:54', '2023-10-03 21:19:54');
INSERT INTO `dictionary` VALUES (117513, 'مخزیه', 'muhziyye', '2023-10-03 21:19:54', '2023-10-03 21:19:54');
INSERT INTO `dictionary` VALUES (117514, 'مخسف', 'muhsif', '2023-10-03 21:19:55', '2023-10-03 21:19:55');
INSERT INTO `dictionary` VALUES (117515, 'مخسن', 'muhsin', '2023-10-03 21:19:55', '2023-10-03 21:19:55');
INSERT INTO `dictionary` VALUES (117516, 'مخسور', 'mahsür', '2023-10-03 21:19:55', '2023-10-03 21:19:55');
INSERT INTO `dictionary` VALUES (117517, 'مخسوفه', 'mahsüfe', '2023-10-03 21:19:56', '2023-10-03 21:19:56');
INSERT INTO `dictionary` VALUES (117518, 'مخسی', 'muhsi', '2023-10-03 21:19:56', '2023-10-03 21:19:56');
INSERT INTO `dictionary` VALUES (117519, 'مخش', 'mihaş', '2023-10-03 21:19:57', '2023-10-03 21:19:57');
INSERT INTO `dictionary` VALUES (117520, 'مخشات', 'mahşat', '2023-10-03 21:19:57', '2023-10-03 21:19:57');
INSERT INTO `dictionary` VALUES (117521, 'مخشف', 'mihşef', '2023-10-03 21:19:57', '2023-10-03 21:19:57');
INSERT INTO `dictionary` VALUES (117522, 'مخشوش', 'mahşüş', '2023-10-03 21:19:58', '2023-10-03 21:19:58');
INSERT INTO `dictionary` VALUES (117523, 'مخشیت', 'mahşiyet', '2023-10-03 21:19:58', '2023-10-03 21:19:58');
INSERT INTO `dictionary` VALUES (117524, 'مخصا', 'mahsa', '2023-10-03 21:19:59', '2023-10-03 21:19:59');
INSERT INTO `dictionary` VALUES (117525, 'مخصاب', 'mihsab', '2023-10-03 21:19:59', '2023-10-03 21:19:59');
INSERT INTO `dictionary` VALUES (117526, 'مخصال', 'mihsal', '2023-10-03 21:19:59', '2023-10-03 21:19:59');
INSERT INTO `dictionary` VALUES (117527, 'مخصره', 'mihsara', '2023-10-03 21:20:00', '2023-10-03 21:20:00');
INSERT INTO `dictionary` VALUES (117528, 'مخصف', 'mihsaf', '2023-10-03 21:20:00', '2023-10-03 21:20:00');
INSERT INTO `dictionary` VALUES (117529, 'مخصل', 'mihsal', '2023-10-03 21:20:01', '2023-10-03 21:20:01');
INSERT INTO `dictionary` VALUES (117530, 'مخصور', 'mahsür', '2023-10-03 21:20:01', '2023-10-03 21:20:01');
INSERT INTO `dictionary` VALUES (117531, 'مخصوص', 'Mahsûs', '2023-10-03 21:20:01', '2023-10-03 21:20:01');
INSERT INTO `dictionary` VALUES (117532, 'مخصوف', 'mahsüf', '2023-10-03 21:20:02', '2023-10-03 21:20:02');
INSERT INTO `dictionary` VALUES (117533, 'مخصی', 'Mahsî', '2023-10-03 21:20:03', '2023-10-03 21:20:03');
INSERT INTO `dictionary` VALUES (117534, 'مخض', 'muhaz', '2023-10-03 21:20:03', '2023-10-03 21:20:03');
INSERT INTO `dictionary` VALUES (117535, 'مخضر', 'muhazzar', '2023-10-03 21:20:03', '2023-10-03 21:20:03');
INSERT INTO `dictionary` VALUES (117536, 'مخضرب', 'muhazreb', '2023-10-03 21:20:04', '2023-10-03 21:20:04');
INSERT INTO `dictionary` VALUES (117537, 'مخضرم', 'Muhdaram', '2023-10-03 21:20:04', '2023-10-03 21:20:04');
INSERT INTO `dictionary` VALUES (117538, 'مخضع', 'Muhdı\'', '2023-10-03 21:20:04', '2023-10-03 21:20:04');
INSERT INTO `dictionary` VALUES (117539, 'مخضل', 'Muhdal', '2023-10-03 21:20:05', '2023-10-03 21:20:05');
INSERT INTO `dictionary` VALUES (117540, 'مخضوب', 'mahzub', '2023-10-03 21:20:05', '2023-10-03 21:20:05');
INSERT INTO `dictionary` VALUES (117541, 'مخضود', 'mahzüd', '2023-10-03 21:20:06', '2023-10-03 21:20:06');
INSERT INTO `dictionary` VALUES (117542, 'مخط', 'Mihatt', '2023-10-03 21:20:06', '2023-10-03 21:20:06');
INSERT INTO `dictionary` VALUES (117543, 'مخط، مخطاط', 'mıhat', '2023-10-03 21:20:06', '2023-10-03 21:20:06');
INSERT INTO `dictionary` VALUES (117544, 'مخطب', 'mahtab', '2023-10-03 21:20:07', '2023-10-03 21:20:07');
INSERT INTO `dictionary` VALUES (117545, 'مخطر', 'Muhtır', '2023-10-03 21:20:07', '2023-10-03 21:20:07');
INSERT INTO `dictionary` VALUES (117546, 'مخطط', 'Muhattıt', '2023-10-03 21:20:08', '2023-10-03 21:20:08');
INSERT INTO `dictionary` VALUES (117547, 'مخطف', 'mihtaf', '2023-10-03 21:20:08', '2023-10-03 21:20:08');
INSERT INTO `dictionary` VALUES (117548, 'مخطل', 'muhtil', '2023-10-03 21:20:08', '2023-10-03 21:20:08');
INSERT INTO `dictionary` VALUES (117549, 'مخطم', 'mahtım', '2023-10-03 21:20:09', '2023-10-03 21:20:09');
INSERT INTO `dictionary` VALUES (117550, 'مخطوبه', 'Mahtûbe', '2023-10-03 21:20:09', '2023-10-03 21:20:09');
INSERT INTO `dictionary` VALUES (117551, 'مخطوط', 'Mahtût', '2023-10-03 21:20:09', '2023-10-03 21:20:09');
INSERT INTO `dictionary` VALUES (117552, 'مخطوف', 'mahtüf', '2023-10-03 21:20:10', '2023-10-03 21:20:10');
INSERT INTO `dictionary` VALUES (117553, 'مخطوم', 'mahtüm', '2023-10-03 21:20:10', '2023-10-03 21:20:10');
INSERT INTO `dictionary` VALUES (117554, 'مخطی', 'muhtı', '2023-10-03 21:20:11', '2023-10-03 21:20:11');
INSERT INTO `dictionary` VALUES (117555, 'مخف', 'muhıf', '2023-10-03 21:20:11', '2023-10-03 21:20:11');
INSERT INTO `dictionary` VALUES (117556, 'مخفار', 'mihfar', '2023-10-03 21:20:11', '2023-10-03 21:20:11');
INSERT INTO `dictionary` VALUES (117557, 'مخفر', 'Muhaffir', '2023-10-03 21:20:12', '2023-10-03 21:20:12');
INSERT INTO `dictionary` VALUES (117558, 'مخفض', 'muhfiz', '2023-10-03 21:20:12', '2023-10-03 21:20:12');
INSERT INTO `dictionary` VALUES (117559, 'مخفف', 'Muhaffif', '2023-10-03 21:20:13', '2023-10-03 21:20:13');
INSERT INTO `dictionary` VALUES (117560, 'مخفق', 'mahfak', '2023-10-03 21:20:13', '2023-10-03 21:20:13');
INSERT INTO `dictionary` VALUES (117561, 'مخفقه', 'mihfaka', '2023-10-03 21:20:14', '2023-10-03 21:20:14');
INSERT INTO `dictionary` VALUES (117562, 'مخفوض', 'mahfüz', '2023-10-03 21:20:14', '2023-10-03 21:20:14');
INSERT INTO `dictionary` VALUES (117563, 'مخفوق', 'Mahfûk', '2023-10-03 21:20:14', '2023-10-03 21:20:14');
INSERT INTO `dictionary` VALUES (117564, 'مخفی', 'Mahfî', '2023-10-03 21:20:15', '2023-10-03 21:20:15');
INSERT INTO `dictionary` VALUES (117565, 'مخفیجه', 'mahfice', '2023-10-03 21:20:15', '2023-10-03 21:20:15');
INSERT INTO `dictionary` VALUES (117566, 'مخل', 'Muhill', '2023-10-03 21:20:16', '2023-10-03 21:20:16');
INSERT INTO `dictionary` VALUES (117567, 'مخلات', 'mıhlat', '2023-10-03 21:20:16', '2023-10-03 21:20:16');
INSERT INTO `dictionary` VALUES (117568, 'مخلامق', 'mıhlamak', '2023-10-03 21:20:17', '2023-10-03 21:20:17');
INSERT INTO `dictionary` VALUES (117569, 'مخلصه', 'muhallisa', '2023-10-03 21:20:17', '2023-10-03 21:20:17');
INSERT INTO `dictionary` VALUES (117570, 'مخلفه', 'mahlefe', '2023-10-03 21:20:17', '2023-10-03 21:20:17');
INSERT INTO `dictionary` VALUES (117571, 'مخلمق', 'mıhlamak', '2023-10-03 21:20:18', '2023-10-03 21:20:18');
INSERT INTO `dictionary` VALUES (117572, 'مخلوج', 'mahluc', '2023-10-03 21:20:18', '2023-10-03 21:20:18');
INSERT INTO `dictionary` VALUES (117573, 'مخلوجه', 'mahluce', '2023-10-03 21:20:19', '2023-10-03 21:20:19');
INSERT INTO `dictionary` VALUES (117574, 'مخلوف', 'mahlüf', '2023-10-03 21:20:19', '2023-10-03 21:20:19');
INSERT INTO `dictionary` VALUES (117575, 'مخم', 'muhim', '2023-10-03 21:20:19', '2023-10-03 21:20:19');
INSERT INTO `dictionary` VALUES (117576, 'مخماص', 'mihmas', '2023-10-03 21:20:20', '2023-10-03 21:20:20');
INSERT INTO `dictionary` VALUES (117577, 'مخمسه', 'muhammese', '2023-10-03 21:20:20', '2023-10-03 21:20:20');
INSERT INTO `dictionary` VALUES (117578, 'مخمصت', 'mahmasat', '2023-10-03 21:20:20', '2023-10-03 21:20:20');
INSERT INTO `dictionary` VALUES (117579, 'مخموس', 'mahmus', '2023-10-03 21:20:21', '2023-10-03 21:20:21');
INSERT INTO `dictionary` VALUES (117580, 'مخمول', 'mahmul', '2023-10-03 21:20:21', '2023-10-03 21:20:21');
INSERT INTO `dictionary` VALUES (117581, 'مخناث', 'mıhnas', '2023-10-03 21:20:22', '2023-10-03 21:20:22');
INSERT INTO `dictionary` VALUES (117582, 'مخندق', 'muhandak', '2023-10-03 21:20:22', '2023-10-03 21:20:22');
INSERT INTO `dictionary` VALUES (117583, 'مخنون', 'mahnün', '2023-10-03 21:20:22', '2023-10-03 21:20:22');
INSERT INTO `dictionary` VALUES (117584, 'مخوض', 'mihvaz', '2023-10-03 21:20:23', '2023-10-03 21:20:23');
INSERT INTO `dictionary` VALUES (117585, 'مخوط', 'muhut', '2023-10-03 21:20:23', '2023-10-03 21:20:23');
INSERT INTO `dictionary` VALUES (117586, 'مخول', 'mahul', '2023-10-03 21:20:23', '2023-10-03 21:20:23');
INSERT INTO `dictionary` VALUES (117587, 'مخه', 'muhha', '2023-10-03 21:20:24', '2023-10-03 21:20:24');
INSERT INTO `dictionary` VALUES (117588, 'مخیرلك', 'muhayyerlik', '2023-10-03 21:20:24', '2023-10-03 21:20:24');
INSERT INTO `dictionary` VALUES (117589, 'مخیض', 'mahiz', '2023-10-03 21:20:25', '2023-10-03 21:20:25');
INSERT INTO `dictionary` VALUES (117590, 'مخیطا', 'mahita', '2023-10-03 21:20:25', '2023-10-03 21:20:25');
INSERT INTO `dictionary` VALUES (117591, 'مخیل', 'muhayyil', '2023-10-03 21:20:25', '2023-10-03 21:20:25');
INSERT INTO `dictionary` VALUES (117592, 'مخیلات', 'muhayyelat', '2023-10-03 21:20:26', '2023-10-03 21:20:26');
INSERT INTO `dictionary` VALUES (117593, 'مخیله', 'Mehîle', '2023-10-03 21:20:26', '2023-10-03 21:20:26');
INSERT INTO `dictionary` VALUES (117594, 'مخیم', 'Muhîm', '2023-10-03 21:20:27', '2023-10-03 21:20:27');
INSERT INTO `dictionary` VALUES (117595, 'مخیوط', 'mahyut', '2023-10-03 21:20:27', '2023-10-03 21:20:27');
INSERT INTO `dictionary` VALUES (117596, 'مداب', 'meddab', '2023-10-03 21:20:27', '2023-10-03 21:20:27');
INSERT INTO `dictionary` VALUES (117597, 'مدابح', 'medabih', '2023-10-03 21:20:28', '2023-10-03 21:20:28');
INSERT INTO `dictionary` VALUES (117598, 'مدابر', 'mudaber', '2023-10-03 21:20:28', '2023-10-03 21:20:28');
INSERT INTO `dictionary` VALUES (117599, 'مدابرت', 'müdaberet', '2023-10-03 21:20:29', '2023-10-03 21:20:29');
INSERT INTO `dictionary` VALUES (117600, 'مدابغ', 'medabik', '2023-10-03 21:20:29', '2023-10-03 21:20:29');
INSERT INTO `dictionary` VALUES (117601, 'مداجات', 'müdacat', '2023-10-03 21:20:30', '2023-10-03 21:20:30');
INSERT INTO `dictionary` VALUES (117602, 'مداجرت', 'müdaceret', '2023-10-03 21:20:30', '2023-10-03 21:20:30');
INSERT INTO `dictionary` VALUES (117603, 'مداجنت', 'müdacenet', '2023-10-03 21:20:31', '2023-10-03 21:20:31');
INSERT INTO `dictionary` VALUES (117604, 'مداحات', 'müdahat', '2023-10-03 21:20:31', '2023-10-03 21:20:31');
INSERT INTO `dictionary` VALUES (117605, 'مداخن', 'medahın', '2023-10-03 21:20:32', '2023-10-03 21:20:32');
INSERT INTO `dictionary` VALUES (117606, 'مدارست', 'müdareset', '2023-10-03 21:20:33', '2023-10-03 21:20:33');
INSERT INTO `dictionary` VALUES (117607, 'مدارع', 'medari', '2023-10-03 21:20:33', '2023-10-03 21:20:33');
INSERT INTO `dictionary` VALUES (117608, 'مدارك', 'medarik', '2023-10-03 21:20:33', '2023-10-03 21:20:33');
INSERT INTO `dictionary` VALUES (117609, 'مداركت', 'müdareket', '2023-10-03 21:20:34', '2023-10-03 21:20:34');
INSERT INTO `dictionary` VALUES (117610, 'مداریم', 'medarim', '2023-10-03 21:20:34', '2023-10-03 21:20:34');
INSERT INTO `dictionary` VALUES (117611, 'مدارئه', 'müdara\'a', '2023-10-03 21:20:35', '2023-10-03 21:20:35');
